Sl.No.,Dist. Code,Dist. Name,Block Code,Block name,School code,School Name,Schcat,Schcat1,Schmgt_abstract,Catg,Enr_slab,Enrol,Enr_group,Grant_a mount in lakhs,Amount,Now proposed to release 100% amount,"General component (2202-01-001-15-
05-500-503)","SC
component (2202-01-
789-15-05-
500-503)","ST
component (2202-01-
796-15-05-
500-503)",
17435,3623,RANGA REDDY,362312,MADGUL,36231200604,MPPS JAYAPRAKASH NAGAR,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,12,01_1-30,0.10,10000,10000,7200,1700,1100,
17436,3623,RANGA REDDY,362312,MADGUL,36231200605,ZPHS MADGUL,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,220,03_101-250,0.50,50000,50000,36000,8500,5500,
17437,3623,RANGA REDDY,362312,MADGUL,36231200607,KGBV MADGUL,5,04_HSS,04_KGBV,sec_hsec,13_201 to 300,269,04_251-1000,0.75,75000,75000,54000,12750,8250,
17438,3623,RANGA REDDY,362312,MADGUL,36231200611,"GOVT. JR.COLLEGE, MADGUL",11,05_JRC,01_Govt_Localbody,sec_hsec,12_101 to 200,151,03_101-250,0.50,50000,50000,36000,8500,5500,
17439,3623,RANGA REDDY,362312,MADGUL,36231200701,MPPS KALAKONDA,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,54,02_31-100,0.25,25000,25000,18000,4250,2750,
17440,3623,RANGA REDDY,362312,MADGUL,36231200707,MPUPS CHANDRAINPALLY,2,02_UPS,01_Govt_Localbody,Elementary,04_21 to 30,22,01_1-30,0.10,10000,10000,7200,1700,1100,
17441,3623,RANGA REDDY,362312,MADGUL,36231200708,ZPHS KALAKONDA,7,03_HS,01_Govt_Localbody,sec_hsec,09_71 to 80,75,02_31-100,0.25,25000,25000,18000,4250,2750,
17442,3623,RANGA REDDY,362312,MADGUL,36231200801,MPPS IRWIN,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,103,03_101-250,0.50,50000,50000,36000,8500,5500,
17443,3623,RANGA REDDY,362312,MADGUL,36231200802,MPPS NALLACHERUVU,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,20,01_1-30,0.10,10000,10000,7200,1700,1100,
17444,3623,RANGA REDDY,362312,MADGUL,36231200803,MPPS RAMDUGYAL,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,22,01_1-30,0.10,10000,10000,7200,1700,1100,
17445,3623,RANGA REDDY,362312,MADGUL,36231200804,MPPS DILWARKHANPALLE,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,15,01_1-30,0.10,10000,10000,7200,1700,1100,
17446,3623,RANGA REDDY,362312,MADGUL,36231200902,MPPS KASHAGUDEM,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,17,01_1-30,0.10,10000,10000,7200,1700,1100,
17447,3623,RANGA REDDY,362312,MADGUL,36231201001,MPUPS ANNEBOINPALLE,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,14,01_1-30,0.10,10000,10000,7200,1700,1100,
17448,3623,RANGA REDDY,362312,MADGUL,36231201201,MPUPS SUDDAPALLE,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,16,01_1-30,0.10,10000,10000,7200,1700,1100,
17449,3623,RANGA REDDY,362312,MADGUL,36231201301,MPPS ARKAPALLE,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,43,02_31-100,0.25,25000,25000,18000,4250,2750,
17450,3623,RANGA REDDY,362312,MADGUL,36231201305,MPPS PALLE TANDA,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,18,01_1-30,0.10,10000,10000,7200,1700,1100,
17451,3623,RANGA REDDY,362312,MADGUL,36231201308,ZPHS ARKAPALLE,7,03_HS,01_Govt_Localbody,sec_hsec,07_51 to 60,54,02_31-100,0.25,25000,25000,18000,4250,2750,
17452,3623,RANGA REDDY,362312,MADGUL,36231201404,MPUPS GIRIKOTHAPALLE,2,02_UPS,01_Govt_Localbody,Elementary,04_21 to 30,21,01_1-30,0.10,10000,10000,7200,1700,1100,
17453,3623,RANGA REDDY,362312,MADGUL,36231201507,MPPS ANDUGUL,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,16,01_1-30,0.10,10000,10000,7200,1700,1100,
17454,3623,RANGA REDDY,362312,MADGUL,36231201508,ZPHS ANDUGUL,7,03_HS,01_Govt_Localbody,sec_hsec,05_31 to 40,32,02_31-100,0.25,25000,25000,18000,4250,2750,
17455,3623,RANGA REDDY,362312,MADGUL,36231201509,MPPS KUBYA TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
17456,3623,RANGA REDDY,362318,MAHESHWARAM,36231800103,MPUPS MANSANPALLY,2,02_UPS,01_Govt_Localbody,Elementary,12_101 to 200,150,03_101-250,0.50,50000,50000,36000,8500,5500,
17457,3623,RANGA REDDY,362318,MAHESHWARAM,36231800202,MPUPS GOLLURU,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,13,01_1-30,0.10,10000,10000,7200,1700,1100,
17458,3623,RANGA REDDY,362318,MAHESHWARAM,36231800301,MPPS NANDUPALLY,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,16,01_1-30,0.10,10000,10000,7200,1700,1100,
17459,3623,RANGA REDDY,362318,MAHESHWARAM,36231800402,MPPS ENUGUCHERUVU TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,26,01_1-30,0.10,10000,10000,7200,1700,1100,
17460,3623,RANGA REDDY,362318,MAHESHWARAM,36231800404,MPPS NAGARAM,1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,77,02_31-100,0.25,25000,25000,18000,4250,2750,
17461,3623,RANGA REDDY,362318,MAHESHWARAM,36231800405,ZPHS NAGARAM,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,226,03_101-250,0.50,50000,50000,36000,8500,5500,
17462,3623,RANGA REDDY,362318,MAHESHWARAM,36231800501,MPPS NAGIREDDYPALLY,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,28,01_1-30,0.10,10000,10000,7200,1700,1100,
17463,3623,RANGA REDDY,362318,MAHESHWARAM,36231800601,MPPS DABILGUDA,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,13,01_1-30,0.10,10000,10000,7200,1700,1100,
17464,3623,RANGA REDDY,362318,MAHESHWARAM,36231800801,MPPS AMEERPET,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,67,02_31-100,0.25,25000,25000,18000,4250,2750,
17465,3623,RANGA REDDY,362318,MAHESHWARAM,36231800804,ZPHS AMEERPET (B),7,03_HS,01_Govt_Localbody,sec_hsec,10_81 to 90,83,02_31-100,0.25,25000,25000,18000,4250,2750,
17466,3623,RANGA REDDY,362318,MAHESHWARAM,36231800807,ZPHS AMEERPET (G),7,03_HS,01_Govt_Localbody,sec_hsec,06_41 to 50,46,02_31-100,0.25,25000,25000,18000,4250,2750,
17467,3623,RANGA REDDY,362318,MAHESHWARAM,36231800903,MPUPS CHINNA THUPRA,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,17,01_1-30,0.10,10000,10000,7200,1700,1100,
17468,3623,RANGA REDDY,362318,MAHESHWARAM,36231801001,MPUPS KALVAKOLE,2,02_UPS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
17469,3623,RANGA REDDY,362318,MAHESHWARAM,36231801002,MPUPS MANIKYAMMAGUDA,2,02_UPS,01_Govt_Localbody,Elementary,05_31 to 40,38,02_31-100,0.25,25000,25000,18000,4250,2750,
17470,3623,RANGA REDDY,362318,MAHESHWARAM,36231801101,MPPS RAMCHANDERGUDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,21,01_1-30,0.10,10000,10000,7200,1700,1100,
17471,3623,RANGA REDDY,362318,MAHESHWARAM,36231801102,MPPS PENDYAL,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,16,01_1-30,0.10,10000,10000,7200,1700,1100,
17472,3623,RANGA REDDY,362318,MAHESHWARAM,36231801103,ZPHS PENDYAL,7,03_HS,01_Govt_Localbody,sec_hsec,10_81 to 90,85,02_31-100,0.25,25000,25000,18000,4250,2750,
17473,3623,RANGA REDDY,362318,MAHESHWARAM,36231801202,MPUPS DUBBACHERLA,2,02_UPS,01_Govt_Localbody,Elementary,05_31 to 40,40,02_31-100,0.25,25000,25000,18000,4250,2750,
17474,3623,RANGA REDDY,362318,MAHESHWARAM,36231801302,MPPS SUBHANPUR,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,29,01_1-30,0.10,10000,10000,7200,1700,1100,
17475,3623,RANGA REDDY,362318,MAHESHWARAM,36231801303,ZPHS SUBHANPUR,7,03_HS,01_Govt_Localbody,sec_hsec,04_21 to 30,28,01_1-30,0.10,10000,10000,7200,1700,1100,
17476,3623,RANGA REDDY,362318,MAHESHWARAM,36231801501,MPPS KOLLAPADKAL,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,50,02_31-100,0.25,25000,25000,18000,4250,2750,
17477,3623,RANGA REDDY,362318,MAHESHWARAM,36231801502,ZPHS KOLLAPADKAL,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,160,03_101-250,0.50,50000,50000,36000,8500,5500,
17478,3623,RANGA REDDY,362318,MAHESHWARAM,36231801601,MPUPS PORANDLA,2,02_UPS,01_Govt_Localbody,Elementary,07_51 to 60,51,02_31-100,0.25,25000,25000,18000,4250,2750,
17479,3623,RANGA REDDY,362318,MAHESHWARAM,36231801701,MPUPS AKHANPALLY,2,02_UPS,01_Govt_Localbody,Elementary,09_71 to 80,79,02_31-100,0.25,25000,25000,18000,4250,2750,
17480,3623,RANGA REDDY,362318,MAHESHWARAM,36231801801,MPUPS GHATPALLY,2,02_UPS,01_Govt_Localbody,Elementary,08_61 to 70,61,02_31-100,0.25,25000,25000,18000,4250,2750,
17481,3623,RANGA REDDY,362318,MAHESHWARAM,36231801901,MPPS MAHESHWARAM,1,01_PS,01_Govt_Localbody,Elementary,14_301 to 400,312,04_251-1000,0.75,75000,75000,54000,12750,8250,
17482,3623,RANGA REDDY,362318,MAHESHWARAM,36231801903,MPPS KOTWALCHERUVU TND,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,25,01_1-30,0.10,10000,10000,7200,1700,1100,
17483,3623,RANGA REDDY,362318,MAHESHWARAM,36231801904,MPPS NAGULDEV TANDA,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,40,02_31-100,0.25,25000,25000,18000,4250,2750,
17484,3623,RANGA REDDY,362318,MAHESHWARAM,36231801910,ZPHS(G) MAHESHWARAM,7,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,298,04_251-1000,0.75,75000,75000,54000,12750,8250,
17485,3623,RANGA REDDY,362318,MAHESHWARAM,36231801922,KGBV MAHESHWARAM,5,04_HSS,04_KGBV,sec_hsec,15_401 to 500,428,04_251-1000,0.75,75000,75000,54000,12750,8250,
17486,3623,RANGA REDDY,362318,MAHESHWARAM,36231801936,TGMS MAHESWARAM,5,04_HSS,03_Model Schools,sec_hsec,18_701 to 800,762,04_251-1000,0.75,75000,75000,54000,12750,8250,
17487,3623,RANGA REDDY,362318,MAHESHWARAM,36231801937,"GOVT. JUNIOR COLLEGE, MAHESHWARAM",11,05_JRC,01_Govt_Localbody,sec_hsec,15_401 to 500,491,04_251-1000,0.75,75000,75000,54000,12750,8250,
17488,3623,RANGA REDDY,362318,MAHESHWARAM,36231802001,MPPS GANGARAM,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,19,01_1-30,0.10,10000,10000,7200,1700,1100,
17489,3623,RANGA REDDY,362318,MAHESHWARAM,36231802002,MPPS GANGARAM TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,27,01_1-30,0.10,10000,10000,7200,1700,1100,
17490,3623,RANGA REDDY,362318,MAHESHWARAM,36231802101,MPUPS SIRIGIRIPUR,2,02_UPS,01_Govt_Localbody,Elementary,08_61 to 70,68,02_31-100,0.25,25000,25000,18000,4250,2750,
17491,3623,RANGA REDDY,362318,MAHESHWARAM,36231802301,MPPS THUKKUGUDA,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,234,03_101-250,0.50,50000,50000,36000,8500,5500,
17492,3623,RANGA REDDY,362318,MAHESHWARAM,36231802302,MPPS MANKHAL,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,158,03_101-250,0.50,50000,50000,36000,8500,5500,
Sl.No.,Dist. Code,Dist. Name,Block Code,Block name,School code,School Name,Schcat,Schcat1,Schmgt_abstract,Catg,Enr_slab,Enrol,Enr_group,Grant_a mount in lakhs,Amount,Now proposed to release 100% amount,"General component (2202-01-001-15-
05-500-503)","SC
component (2202-01-
789-15-05-
500-503)","ST
component (2202-01-
796-15-05-
500-503)",
17493,3623,RANGA REDDY,362318,MAHESHWARAM,36231802305,MPPS JANDAMARRI TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,23,01_1-30,0.10,10000,10000,7200,1700,1100,
17494,3623,RANGA REDDY,362318,MAHESHWARAM,36231802307,MPUPS HARSHAGUDA,2,02_UPS,01_Govt_Localbody,Elementary,12_101 to 200,103,03_101-250,0.50,50000,50000,36000,8500,5500,
17495,3623,RANGA REDDY,362318,MAHESHWARAM,36231802309,ZPHS THUKKUGUDA(G),7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,134,03_101-250,0.50,50000,50000,36000,8500,5500,
17496,3623,RANGA REDDY,362318,MAHESHWARAM,36231802310,ZPHS THUKKUGUDA (B),7,03_HS,01_Govt_Localbody,sec_hsec,15_401 to 500,492,04_251-1000,0.75,75000,75000,54000,12750,8250,
17497,3623,RANGA REDDY,362318,MAHESHWARAM,36231802311,ZPHS MANKHAL,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,157,03_101-250,0.50,50000,50000,36000,8500,5500,
17498,3623,RANGA REDDY,362318,MAHESHWARAM,36231802501,MPPS SARDARNAGAR,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,49,02_31-100,0.25,25000,25000,18000,4250,2750,
17499,3623,RANGA REDDY,362318,MAHESHWARAM,36231802701,MPPS RAVIRYAL,1,01_PS,01_Govt_Localbody,Elementary,13_201 to 300,212,03_101-250,0.50,50000,50000,36000,8500,5500,
17500,3623,RANGA REDDY,362318,MAHESHWARAM,36231802703,MPPS DEVENDER NAGAR,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,58,02_31-100,0.25,25000,25000,18000,4250,2750,
17501,3623,RANGA REDDY,362318,MAHESHWARAM,36231802705,ZPHS KONGRA RAVIRYALA GIRLS,7,03_HS,01_Govt_Localbody,sec_hsec,11_91 to 100,95,02_31-100,0.25,25000,25000,18000,4250,2750,
17502,3623,RANGA REDDY,362318,MAHESHWARAM,36231803001,MPPS IMAMGUDA,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,39,02_31-100,0.25,25000,25000,18000,4250,2750,
17503,3623,RANGA REDDY,362318,MAHESHWARAM,36231803201,MPPS MAHABAT NAGAR,1,01_PS,01_Govt_Localbody,Elementary,09_71 to 80,75,02_31-100,0.25,25000,25000,18000,4250,2750,
17504,3623,RANGA REDDY,362318,MAHESHWARAM,36231803301,MPPS TUMMALOOR,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,123,03_101-250,0.50,50000,50000,36000,8500,5500,
17505,3623,RANGA REDDY,362318,MAHESHWARAM,36231803302,ZPHS TUMMALOOR,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,102,03_101-250,0.50,50000,50000,36000,8500,5500,
17506,3623,RANGA REDDY,362310,MANCHAL,36231000401,MPPS LINGAMPALLY,1,01_PS,01_Govt_Localbody,Elementary,06_41 to 50,43,02_31-100,0.25,25000,25000,18000,4250,2750,
17507,3623,RANGA REDDY,362310,MANCHAL,36231000402,ZPHS LINGAMPALLY,7,03_HS,01_Govt_Localbody,sec_hsec,07_51 to 60,53,02_31-100,0.25,25000,25000,18000,4250,2750,
17508,3623,RANGA REDDY,362310,MANCHAL,36231000501,MPPS THALLAPALLIGUDA,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,20,01_1-30,0.10,10000,10000,7200,1700,1100,
17509,3623,RANGA REDDY,362310,MANCHAL,36231000502,ZPHS THALLAPALLIGUDA,7,03_HS,01_Govt_Localbody,sec_hsec,06_41 to 50,42,02_31-100,0.25,25000,25000,18000,4250,2750,
17510,3623,RANGA REDDY,362310,MANCHAL,36231000701,MPUPS THIPPAI GUDA,2,02_UPS,01_Govt_Localbody,Elementary,05_31 to 40,38,02_31-100,0.25,25000,25000,18000,4250,2750,
17511,3623,RANGA REDDY,362310,MANCHAL,36231000801,MPUPS CHITTAPUR,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,20,01_1-30,0.10,10000,10000,7200,1700,1100,
17512,3623,RANGA REDDY,362310,MANCHAL,36231000901,MPPS MANCHAL,1,01_PS,01_Govt_Localbody,Elementary,12_101 to 200,147,03_101-250,0.50,50000,50000,36000,8500,5500,
17513,3623,RANGA REDDY,362310,MANCHAL,36231000904,ZPHS MANCHAL (G),7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,144,03_101-250,0.50,50000,50000,36000,8500,5500,
17514,3623,RANGA REDDY,362310,MANCHAL,36231000905,ZPHS MANCHAL (B),7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,138,03_101-250,0.50,50000,50000,36000,8500,5500,
17515,3623,RANGA REDDY,362310,MANCHAL,36231000910,"KGBV SCHOOL, MANCHAL",5,04_HSS,04_KGBV,sec_hsec,14_301 to 400,384,04_251-1000,0.75,75000,75000,54000,12750,8250,
17516,3623,RANGA REDDY,362310,MANCHAL,36231000913,"GOVT. JR. COLLEGE , MANCHAL",11,05_JRC,01_Govt_Localbody,sec_hsec,13_201 to 300,290,04_251-1000,0.75,75000,75000,54000,12750,8250,
17517,3623,RANGA REDDY,362310,MANCHAL,36231001102,MPUPS NOMULA,2,02_UPS,01_Govt_Localbody,Elementary,12_101 to 200,150,03_101-250,0.50,50000,50000,36000,8500,5500,
17518,3623,RANGA REDDY,362310,MANCHAL,36231001202,MPUPS AGAPALLY,2,02_UPS,01_Govt_Localbody,Elementary,08_61 to 70,66,02_31-100,0.25,25000,25000,18000,4250,2750,
17519,3623,RANGA REDDY,362310,MANCHAL,36231001301,MPPS KHAGAZGHAT,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,22,01_1-30,0.10,10000,10000,7200,1700,1100,
17520,3623,RANGA REDDY,362310,MANCHAL,36231001401,MPPS JAPAL,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,24,01_1-30,0.10,10000,10000,7200,1700,1100,
17521,3623,RANGA REDDY,362310,MANCHAL,36231001402,ZPHS JAPAL,7,03_HS,01_Govt_Localbody,sec_hsec,09_71 to 80,77,02_31-100,0.25,25000,25000,18000,4250,2750,
17522,3623,RANGA REDDY,362310,MANCHAL,36231001501,MPPS RANGAPUR,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,30,01_1-30,0.10,10000,10000,7200,1700,1100,
17523,3623,RANGA REDDY,362310,MANCHAL,36231001504,ZPHS RANGAPUR,7,03_HS,01_Govt_Localbody,sec_hsec,09_71 to 80,74,02_31-100,0.25,25000,25000,18000,4250,2750,
17524,3623,RANGA REDDY,362310,MANCHAL,36231001601,MPUPS CHEEDED,2,02_UPS,01_Govt_Localbody,Elementary,03_11 to 20,16,01_1-30,0.10,10000,10000,7200,1700,1100,
17525,3623,RANGA REDDY,362310,MANCHAL,36231001701,MPPS VENKATESHWARA TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,26,01_1-30,0.10,10000,10000,7200,1700,1100,
17526,3623,RANGA REDDY,362310,MANCHAL,36231001702,MPUPS DADPALLY,2,02_UPS,01_Govt_Localbody,Elementary,05_31 to 40,33,02_31-100,0.25,25000,25000,18000,4250,2750,
17527,3623,RANGA REDDY,362310,MANCHAL,36231001801,MPPS PERIKIRALA TANDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,28,01_1-30,0.10,10000,10000,7200,1700,1100,
17528,3623,RANGA REDDY,362310,MANCHAL,36231001803,MPUPS YELLAMMA TANDA,2,02_UPS,01_Govt_Localbody,Elementary,05_31 to 40,33,02_31-100,0.25,25000,25000,18000,4250,2750,
17529,3623,RANGA REDDY,362310,MANCHAL,36231001804,ZPHS PERIKIRALA TANDA,7,03_HS,01_Govt_Localbody,sec_hsec,06_41 to 50,43,02_31-100,0.25,25000,25000,18000,4250,2750,
17530,3623,RANGA REDDY,362310,MANCHAL,36231002101,MPPS ARUTLA,1,01_PS,01_Govt_Localbody,Elementary,18_701 to 800,750,04_251-1000,0.75,75000,75000,54000,12750,8250,
17531,3623,RANGA REDDY,362310,MANCHAL,36231002105,GOVT(DNT) PS PATELCHERVU TANDA,1,01_PS,01_Govt_Localbody,Elementary,03_11 to 20,17,01_1-30,0.10,10000,10000,7200,1700,1100,
17532,3623,RANGA REDDY,362310,MANCHAL,36231002112,MPPS CHENNAREDDYGUDA,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,28,01_1-30,0.10,10000,10000,7200,1700,1100,
17533,3623,RANGA REDDY,362310,MANCHAL,36231002113,ZPHS CHENNAREDDYGUDA,7,03_HS,01_Govt_Localbody,sec_hsec,06_41 to 50,41,02_31-100,0.25,25000,25000,18000,4250,2750,
17534,3623,RANGA REDDY,362310,MANCHAL,36231002119,TGMS MANCHAL ARTULA,5,04_HSS,03_Model Schools,sec_hsec,17_601 to 700,670,04_251-1000,0.75,75000,75000,54000,12750,8250,
17535,3623,RANGA REDDY,362310,MANCHAL,36231002202,MPUPS BANDALEMOOR,2,02_UPS,01_Govt_Localbody,Elementary,08_61 to 70,65,02_31-100,0.25,25000,25000,18000,4250,2750,
17536,3623,RANGA REDDY,362310,MANCHAL,36231002305,MPPS LOYAPALLY,1,01_PS,01_Govt_Localbody,Elementary,07_51 to 60,53,02_31-100,0.25,25000,25000,18000,4250,2750,
17537,3623,RANGA REDDY,362310,MANCHAL,36231002308,ZPHS LOYAPALLY,7,03_HS,01_Govt_Localbody,sec_hsec,12_101 to 200,130,03_101-250,0.50,50000,50000,36000,8500,5500,
17538,3623,RANGA REDDY,362320,MOINABAD,36232000101,ZPHS MEDIPALLY,6,03_HS,01_Govt_Localbody,sec_hsec,13_201 to 300,207,03_101-250,0.50,50000,50000,36000,8500,5500,
17539,3623,RANGA REDDY,362320,MOINABAD,36232000201,MPPS QUTHUBUDDINGUDA,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,38,02_31-100,0.25,25000,25000,18000,4250,2750,
17540,3623,RANGA REDDY,362320,MOINABAD,36232000202,MPPS VEERANNAPET,1,01_PS,01_Govt_Localbody,Elementary,04_21 to 30,29,01_1-30,0.10,10000,10000,7200,1700,1100,
17541,3623,RANGA REDDY,362320,MOINABAD,36232000203,MPPS CHINNAMANGALARAM,1,01_PS,01_Govt_Localbody,Elementary,08_61 to 70,68,02_31-100,0.25,25000,25000,18000,4250,2750,
17542,3623,RANGA REDDY,362320,MOINABAD,36232000204,MPPS YELKAGUDA,1,01_PS,01_Govt_Localbody,Elementary,05_31 to 40,36,02_31-100,0.25,25000,25000,18000,4250,2750,
